frequency,darm
535.1,2.5299999999999997e-20
535.2,2.5299999999999997e-20
535.3,2.52e-20
535.4,2.5499999999999995e-20
535.5,2.54e-20
535.6,2.5499999999999995e-20
535.7,2.5499999999999995e-20
535.8,2.5499999999999995e-20
535.9,2.5499999999999995e-20
536.0,2.54e-20
536.1,2.5299999999999997e-20
536.2,2.5299999999999997e-20
536.3,2.5099999999999997e-20
536.4,2.5099999999999997e-20
536.5,2.52e-20
536.6,2.54e-20
536.7,2.58e-20
536.8,2.6200000000000003e-20
536.9,2.6200000000000003e-20
537.0,2.6200000000000003e-20
537.1,2.61e-20
537.2,2.61e-20
537.3,2.5900000000000002e-20
537.4,2.6000000000000002e-20
537.5,2.6000000000000002e-20
537.6,2.61e-20
537.7,2.6000000000000002e-20
537.8,2.5900000000000002e-20
537.9,2.58e-20
538.0,2.5299999999999997e-20
538.1,2.52e-20
538.2,2.5099999999999997e-20
538.3,2.5e-20
538.4,2.52e-20
538.5,2.5099999999999997e-20
538.6,2.5299999999999997e-20
538.7,2.5499999999999995e-20
538.8,2.61e-20
538.9,2.72e-20
539.0,2.81e-20
539.1,2.81e-20
539.2,2.79e-20
539.3,2.77e-20
539.4,2.76e-20
539.5,2.7400000000000007e-20
539.6,2.76e-20
539.7,2.79e-20
539.8,2.7799999999999996e-20
539.9,2.7799999999999996e-20
540.0,2.7999999999999997e-20
540.1,2.82e-20
540.2,2.82e-20
540.3,2.83e-20
540.4,2.83e-20
540.5,2.83e-20
540.6,2.84e-20
540.7,2.84e-20
540.8,2.86e-20
540.9,2.87e-20
541.0,2.84e-20
541.1,2.7e-20
541.2,2.5499999999999995e-20
541.3,2.54e-20
541.4,2.52e-20
541.5,2.5599999999999998e-20
541.6,2.5599999999999998e-20
541.7,2.58e-20
541.8,2.5699999999999996e-20
541.9,2.5499999999999995e-20
542.0,2.5299999999999997e-20
542.1,2.4800000000000002e-20
542.2,2.46e-20
542.3,2.44e-20
542.4,2.4499999999999998e-20
542.5,2.4300000000000003e-20
542.6,2.41e-20
542.7,2.4e-20
542.8,2.4e-20
542.9,2.41e-20
543.0,2.42e-20
543.1,2.4499999999999998e-20
543.2,2.4700000000000004e-20
543.3,2.4800000000000002e-20
543.4,2.5e-20
543.5,2.52e-20
543.6,2.5299999999999997e-20
543.7,2.54e-20
543.8,2.5499999999999995e-20
543.9,2.5699999999999996e-20
544.0,2.5699999999999996e-20
544.1,2.5699999999999996e-20
544.2,2.5499999999999995e-20
544.3,2.5699999999999996e-20
544.4,2.6200000000000003e-20
544.5,2.6200000000000003e-20
544.6,2.61e-20
544.7,2.61e-20
544.8,2.58e-20
544.9,2.5599999999999998e-20
545.0,2.5599999999999998e-20
545.1,2.5699999999999996e-20
545.2,2.61e-20
545.3,2.6499999999999998e-20
545.4,2.63e-20
545.5,2.6000000000000002e-20
545.6,2.5699999999999996e-20
545.7,2.5699999999999996e-20
545.8,2.58e-20
545.9,2.61e-20
546.0,2.61e-20
546.1,2.61e-20
546.2,2.5900000000000002e-20
546.3,2.58e-20
546.4,2.5599999999999998e-20
546.5,2.54e-20
546.6,2.5099999999999997e-20
546.7,2.5099999999999997e-20
546.8,2.5099999999999997e-20
546.9,2.5e-20
547.0,2.5e-20
547.1,2.5299999999999997e-20
547.2,2.5599999999999998e-20
547.3,2.5599999999999998e-20
547.4,2.5499999999999995e-20
547.5,2.58e-20
547.6,2.5900000000000002e-20
547.7,2.58e-20
547.8,2.5599999999999998e-20
547.9,2.5499999999999995e-20
548.0,2.5699999999999996e-20
548.1,2.5499999999999995e-20
548.2,2.5599999999999998e-20
548.3,2.5499999999999995e-20
548.4,2.5299999999999997e-20
548.5,2.54e-20
548.6,2.5299999999999997e-20
548.7,2.5099999999999997e-20
548.8,2.5e-20
548.9,2.52e-20
549.0,2.5499999999999995e-20
549.1,2.5900000000000002e-20
549.2,2.61e-20
549.3,2.5900000000000002e-20
549.4,2.5699999999999996e-20
549.5,2.5699999999999996e-20
549.6,2.58e-20
549.7,2.58e-20
549.8,2.5699999999999996e-20
549.9,2.5699999999999996e-20
550.0,2.5499999999999995e-20
550.1,2.5299999999999997e-20
550.2,2.52e-20
550.3,2.5499999999999995e-20
550.4,2.5499999999999995e-20
550.5,2.54e-20
550.6,2.54e-20
550.7,2.5499999999999995e-20
550.8,2.5499999999999995e-20
550.9,2.5699999999999996e-20
551.0,2.58e-20
551.1,2.6499999999999998e-20
551.2,2.7099999999999997e-20
551.3,2.7400000000000007e-20
551.4,2.76e-20
551.5,2.7799999999999996e-20
551.6,2.7799999999999996e-20
551.7,2.81e-20
551.8,2.83e-20
551.9,2.87e-20
552.0,2.97e-20
552.1,3.05e-20
552.2,3.11e-20
552.3,3.17e-20
552.4,3.23e-20
552.5,3.23e-20
552.6,3.21e-20
552.7,3.21e-20
552.8,3.19e-20
552.9,3.17e-20
553.0,3.18e-20
553.1,3.18e-20
553.2,3.16e-20
553.3,3.11e-20
553.4,3.0400000000000004e-20
553.5,2.9799999999999996e-20
553.6,2.9100000000000003e-20
553.7,2.84e-20
553.8,2.77e-20
553.9,2.7300000000000004e-20
554.0,2.6800000000000002e-20
554.1,2.61e-20
554.2,2.5900000000000002e-20
554.3,2.5900000000000002e-20
554.4,2.6000000000000002e-20
554.5,2.6499999999999998e-20
554.6,2.63e-20
554.7,2.6200000000000003e-20
554.8,2.63e-20
554.9,2.66e-20
555.0,2.67e-20
555.1,2.6800000000000002e-20
555.2,2.6800000000000002e-20
555.3,2.66e-20
555.4,2.6499999999999998e-20
555.5,2.63e-20
555.6,2.6200000000000003e-20
555.7,2.63e-20
555.8,2.6800000000000002e-20
555.9,2.72e-20
556.0,2.7300000000000004e-20
556.1,2.76e-20
556.2,2.7999999999999997e-20
556.3,2.83e-20
556.4,2.84e-20
556.5,2.84e-20
556.6,2.85e-20
556.7,2.84e-20
556.8,2.81e-20
556.9,2.7999999999999997e-20
557.0,2.83e-20
557.1,2.86e-20
557.2,2.9100000000000003e-20
557.3,2.9599999999999996e-20
557.4,3.01e-20
557.5,3.05e-20
557.6,3.12e-20
557.7,3.19e-20
557.8,3.2499999999999996e-20
557.9,3.34e-20
558.0,3.45e-20
558.1,3.5599999999999996e-20
558.2,3.69e-20
558.3,3.8299999999999996e-20
558.4,3.85e-20
558.5,3.8299999999999996e-20
558.6,3.8299999999999996e-20
558.7,3.8299999999999996e-20
558.8,3.8299999999999996e-20
558.9,3.8299999999999996e-20
559.0,3.79e-20
559.1,3.74e-20
559.2,3.68e-20
559.3,3.63e-20
559.4,3.58e-20
559.5,3.4900000000000003e-20
559.6,3.43e-20
559.7,3.39e-20
559.8,3.32e-20
559.9,3.23e-20
560.0,3.16e-20
560.1,3.1e-20
560.2,3.01e-20
560.3,2.94e-20
560.4,2.9100000000000003e-20
560.5,2.86e-20
560.6,2.85e-20
560.7,2.83e-20
560.8,2.7999999999999997e-20
560.9,2.76e-20
561.0,2.7300000000000004e-20
561.1,2.7300000000000004e-20
561.2,2.69e-20
561.3,2.6499999999999998e-20
561.4,2.64e-20
561.5,2.6200000000000003e-20
561.6,2.61e-20
561.7,2.6000000000000002e-20
561.8,2.6000000000000002e-20
561.9,2.58e-20
562.0,2.5299999999999997e-20
562.1,2.4900000000000002e-20
562.2,2.4700000000000004e-20
562.3,2.4700000000000004e-20
562.4,2.4900000000000002e-20
562.5,2.4900000000000002e-20
562.6,2.4800000000000002e-20
562.7,2.4700000000000004e-20
562.8,2.4700000000000004e-20
562.9,2.4300000000000003e-20
563.0,2.42e-20
563.1,2.4300000000000003e-20
563.2,2.4700000000000004e-20
563.3,2.4900000000000002e-20
563.4,2.5e-20
563.5,2.5299999999999997e-20
563.6,2.54e-20
563.7,2.5499999999999995e-20
563.8,2.58e-20
563.9,2.58e-20
564.0,2.5900000000000002e-20
564.1,2.58e-20
564.2,2.58e-20
564.3,2.6000000000000002e-20
564.4,2.61e-20
564.5,2.61e-20
564.6,2.61e-20
564.7,2.5699999999999996e-20
564.8,2.5599999999999998e-20
564.9,2.5599999999999998e-20
565.0,2.5699999999999996e-20
565.1,2.58e-20
565.2,2.58e-20
565.3,2.61e-20
565.4,2.6000000000000002e-20
565.5,2.5900000000000002e-20
565.6,2.58e-20
565.7,2.58e-20
565.8,2.58e-20
565.9,2.58e-20
566.0,2.61e-20
566.1,2.6200000000000003e-20
566.2,2.6200000000000003e-20
566.3,2.61e-20
566.4,2.61e-20
566.5,2.5699999999999996e-20
566.6,2.54e-20
566.7,2.5599999999999998e-20
566.8,2.5699999999999996e-20
566.9,2.5699999999999996e-20
567.0,2.5699999999999996e-20
567.1,2.58e-20
567.2,2.5900000000000002e-20
567.3,2.61e-20
567.4,2.61e-20
567.5,2.6000000000000002e-20
567.6,2.58e-20
567.7,2.5499999999999995e-20
567.8,2.52e-20
567.9,2.5e-20
568.0,2.4900000000000002e-20
568.1,2.5e-20
568.2,2.4900000000000002e-20
568.3,2.4700000000000004e-20
568.4,2.46e-20
568.5,2.4700000000000004e-20
568.6,2.46e-20
568.7,2.4300000000000003e-20
568.8,2.44e-20
568.9,2.4700000000000004e-20
569.0,2.4900000000000002e-20
569.1,2.4900000000000002e-20
569.2,2.4700000000000004e-20
569.3,2.4700000000000004e-20
569.4,2.4700000000000004e-20
569.5,2.4800000000000002e-20
569.6,2.5e-20
569.7,2.5099999999999997e-20
569.8,2.5299999999999997e-20
569.9,2.5299999999999997e-20
570.0,2.5499999999999995e-20
570.1,2.54e-20
570.2,2.52e-20
570.3,2.52e-20
570.4,2.52e-20
570.5,2.5499999999999995e-20
570.6,2.58e-20
570.7,2.5900000000000002e-20
570.8,2.58e-20
570.9,2.58e-20
571.0,2.5900000000000002e-20
571.1,2.5599999999999998e-20
571.2,2.5499999999999995e-20
571.3,2.5699999999999996e-20
571.4,2.61e-20
571.5,2.6499999999999998e-20
571.6,2.6499999999999998e-20
571.7,2.6800000000000002e-20
571.8,2.69e-20
571.9,2.7e-20
572.0,2.69e-20
572.1,2.69e-20
572.2,2.72e-20
572.3,2.7400000000000007e-20
572.4,2.7300000000000004e-20
572.5,2.7300000000000004e-20
572.6,2.7500000000000004e-20
572.7,2.76e-20
572.8,2.7999999999999997e-20
572.9,2.84e-20
573.0,2.86e-20
573.1,2.92e-20
573.2,2.99e-20
573.3,3.05e-20
573.4,3.1e-20
573.5,3.14e-20
573.6,3.16e-20
573.7,3.15e-20
573.8,3.14e-20
573.9,3.1e-20
574.0,3.0699999999999996e-20
574.1,3.1e-20
574.2,3.11e-20
574.3,3.1e-20
574.4,3.11e-20
574.5,3.12e-20
574.6,3.12e-20
574.7,3.12e-20
574.8,3.13e-20
574.9,3.15e-20
575.0,3.16e-20
575.1,3.13e-20
575.2,3.0899999999999997e-20
575.3,3.0200000000000003e-20
575.4,2.9599999999999996e-20
575.5,2.89e-20
575.6,2.84e-20
575.7,2.79e-20
575.8,2.7400000000000007e-20
575.9,2.72e-20
576.0,2.69e-20
576.1,2.6499999999999998e-20
576.2,2.63e-20
576.3,2.6000000000000002e-20
576.4,2.5900000000000002e-20
576.5,2.5699999999999996e-20
576.6,2.54e-20
576.7,2.5e-20
576.8,2.4700000000000004e-20
576.9,2.46e-20
577.0,2.4700000000000004e-20
577.1,2.46e-20
577.2,2.4900000000000002e-20
577.3,2.5099999999999997e-20
577.4,2.4700000000000004e-20
577.5,2.46e-20
577.6,2.4800000000000002e-20
577.7,2.52e-20
577.8,2.5499999999999995e-20
577.9,2.5699999999999996e-20
578.0,2.5699999999999996e-20
578.1,2.5499999999999995e-20
578.2,2.5599999999999998e-20
578.3,2.58e-20
578.4,2.58e-20
578.5,2.5900000000000002e-20
578.6,2.5900000000000002e-20
578.7,2.5599999999999998e-20
578.8,2.54e-20
578.9,2.54e-20
579.0,2.5699999999999996e-20
579.1,2.58e-20
579.2,2.5499999999999995e-20
579.3,2.5599999999999998e-20
579.4,2.54e-20
579.5,2.54e-20
579.6,2.5299999999999997e-20
579.7,2.5e-20
579.8,2.5e-20
579.9,2.4800000000000002e-20
580.0,2.4700000000000004e-20
580.1,2.44e-20
580.2,2.42e-20
580.3,2.4300000000000003e-20
580.4,2.46e-20
580.5,2.4800000000000002e-20
580.6,2.4800000000000002e-20
580.7,2.4700000000000004e-20
580.8,2.5e-20
580.9,2.52e-20
581.0,2.5499999999999995e-20
581.1,2.5699999999999996e-20
581.2,2.5699999999999996e-20
581.3,2.5900000000000002e-20
581.4,2.58e-20
581.5,2.5900000000000002e-20
581.6,2.6200000000000003e-20
581.7,2.63e-20
581.8,2.63e-20
581.9,2.64e-20
582.0,2.67e-20
582.1,2.7e-20
582.2,2.7e-20
582.3,2.7300000000000004e-20
582.4,2.7500000000000004e-20
582.5,2.7300000000000004e-20
582.6,2.7400000000000007e-20
582.7,2.76e-20
582.8,2.7400000000000007e-20
582.9,2.7099999999999997e-20
583.0,2.6800000000000002e-20
583.1,2.64e-20
583.2,2.64e-20
583.3,2.64e-20
583.4,2.6499999999999998e-20
583.5,2.6499999999999998e-20
583.6,2.6499999999999998e-20
583.7,2.67e-20
583.8,2.64e-20
583.9,2.61e-20
584.0,2.61e-20
584.1,2.61e-20
584.2,2.6200000000000003e-20
584.3,2.6200000000000003e-20
584.4,2.61e-20
584.5,2.5900000000000002e-20
584.6,2.5599999999999998e-20
584.7,2.54e-20
584.8,2.5599999999999998e-20
584.9,2.58e-20
585.0,2.5699999999999996e-20
585.1,2.5900000000000002e-20
585.2,2.58e-20
585.3,2.5699999999999996e-20
585.4,2.58e-20
585.5,2.61e-20
585.6,2.61e-20
585.7,2.5900000000000002e-20
585.8,2.58e-20
585.9,2.6000000000000002e-20
586.0,2.6000000000000002e-20
586.1,2.5699999999999996e-20
586.2,2.5900000000000002e-20
586.3,2.6000000000000002e-20
586.4,2.6000000000000002e-20
586.5,2.54e-20
586.6,2.5599999999999998e-20
586.7,2.5499999999999995e-20
586.8,2.52e-20
586.9,2.54e-20
587.0,2.5599999999999998e-20
587.1,2.5499999999999995e-20
587.2,2.5499999999999995e-20
587.3,2.5699999999999996e-20
587.4,2.5599999999999998e-20
587.5,2.5599999999999998e-20
587.6,2.5499999999999995e-20
587.7,2.58e-20
587.8,2.61e-20
587.9,2.6000000000000002e-20
588.0,2.6000000000000002e-20
588.1,2.58e-20
588.2,2.5900000000000002e-20
588.3,2.58e-20
588.4,2.5699999999999996e-20
588.5,2.58e-20
588.6,2.6200000000000003e-20
588.7,2.6200000000000003e-20
588.8,2.61e-20
588.9,2.61e-20
589.0,2.5499999999999995e-20
589.1,2.54e-20
589.2,2.58e-20
589.3,2.5699999999999996e-20
589.4,2.5699999999999996e-20
589.5,2.5599999999999998e-20
589.6,2.5499999999999995e-20
589.7,2.54e-20
589.8,2.5299999999999997e-20
589.9,2.5599999999999998e-20
590.0,2.58e-20
590.1,2.61e-20
590.2,2.61e-20
590.3,2.61e-20
590.4,2.61e-20
590.5,2.6200000000000003e-20
590.6,2.63e-20
590.7,2.64e-20
590.8,2.6200000000000003e-20
590.9,2.58e-20
591.0,2.58e-20
591.1,2.58e-20
591.2,2.5599999999999998e-20
591.3,2.5699999999999996e-20
591.4,2.58e-20
591.5,2.5699999999999996e-20
591.6,2.58e-20
591.7,2.5900000000000002e-20
591.8,2.58e-20
591.9,2.5699999999999996e-20
592.0,2.5699999999999996e-20
592.1,2.58e-20
592.2,2.6000000000000002e-20
592.3,2.58e-20
592.4,2.5599999999999998e-20
592.5,2.5599999999999998e-20
592.6,2.54e-20
592.7,2.5499999999999995e-20
592.8,2.5699999999999996e-20
592.9,2.58e-20
593.0,2.5599999999999998e-20
593.1,2.5499999999999995e-20
593.2,2.54e-20
593.3,2.5299999999999997e-20
593.4,2.5499999999999995e-20
593.5,2.5699999999999996e-20
593.6,2.58e-20
593.7,2.6000000000000002e-20
593.8,2.61e-20
593.9,2.6000000000000002e-20
594.0,2.5900000000000002e-20
594.1,2.58e-20
594.2,2.58e-20
594.3,2.58e-20
594.4,2.5900000000000002e-20
594.5,2.6000000000000002e-20
594.6,2.5900000000000002e-20
594.7,2.58e-20
594.8,2.58e-20
594.9,2.6000000000000002e-20
595.0,2.6200000000000003e-20
595.1,2.61e-20
595.2,2.6000000000000002e-20
595.3,2.6000000000000002e-20
595.4,2.6000000000000002e-20
595.5,2.6000000000000002e-20
595.6,2.6000000000000002e-20
595.7,2.5900000000000002e-20
595.8,2.6000000000000002e-20
595.9,2.58e-20
596.0,2.5699999999999996e-20
596.1,2.5599999999999998e-20
596.2,2.54e-20
596.3,2.52e-20
596.4,2.4900000000000002e-20
596.5,2.4700000000000004e-20
596.6,2.4700000000000004e-20
596.7,2.4700000000000004e-20
596.8,2.4900000000000002e-20
596.9,2.52e-20
597.0,2.52e-20
597.1,2.5e-20
597.2,2.46e-20
597.3,2.46e-20
597.4,2.4499999999999998e-20
597.5,2.4300000000000003e-20
597.6,2.4300000000000003e-20
597.7,2.41e-20
597.8,2.4300000000000003e-20
597.9,2.64e-20
598.0,2.81e-20
598.1,2.86e-20
598.2,2.9799999999999996e-20
598.3,3.0699999999999996e-20
598.4,3.1e-20
598.5,3.1e-20
598.6,3.0899999999999997e-20
598.7,3.11e-20
598.8,3.12e-20
598.9,3.1e-20
599.0,3.08e-20
599.1,3.0699999999999996e-20
599.2,3.08e-20
599.3,3.1e-20
599.4,3.0899999999999997e-20
599.5,3.08e-20
599.6,3.0899999999999997e-20
599.7,3.11e-20
599.8,3.13e-20
599.9,3.14e-20
600.0,3.17e-20
600.1,3.2000000000000003e-20
600.2,3.19e-20
600.3,3.13e-20
600.4,2.99e-20
600.5,2.89e-20
600.6,2.87e-20
600.7,2.7400000000000007e-20
600.8,2.63e-20
600.9,2.6000000000000002e-20
601.0,2.6200000000000003e-20
601.1,2.6499999999999998e-20
601.2,2.66e-20
601.3,2.6800000000000002e-20
601.4,2.7099999999999997e-20
601.5,2.72e-20
601.6,2.7300000000000004e-20
601.7,2.7300000000000004e-20
601.8,2.72e-20
601.9,2.7300000000000004e-20
602.0,2.7e-20
602.1,2.7e-20
602.2,2.7e-20
602.3,2.69e-20
602.4,2.67e-20
602.5,2.66e-20
602.6,2.6499999999999998e-20
602.7,2.64e-20
602.8,2.63e-20
602.9,2.6000000000000002e-20
603.0,2.58e-20
603.1,2.5599999999999998e-20
603.2,2.66e-20
603.3,2.83e-20
603.4,2.86e-20
603.5,2.87e-20
603.6,2.87e-20
603.7,2.87e-20
603.8,2.88e-20
603.9,2.9e-20
604.0,2.9100000000000003e-20
604.1,2.89e-20
604.2,2.89e-20
604.3,2.9e-20
604.4,2.9100000000000003e-20
604.5,2.9300000000000004e-20
604.6,2.94e-20
604.7,2.94e-20
604.8,2.9500000000000004e-20
604.9,2.9799999999999996e-20
605.0,2.9799999999999996e-20
605.1,2.97e-20
605.2,2.99e-20
605.3,3.0400000000000004e-20
605.4,3.44e-20
605.5,3.9100000000000004e-20
605.6,3.99e-20
605.7,3.86e-20
605.8,3.6200000000000004e-20
605.9,3.57e-20
606.0,3.5599999999999996e-20
606.1,3.53e-20
606.2,3.52e-20
606.3,3.52e-20
606.4,3.5399999999999996e-20
606.5,3.549999999999999e-20
606.6,3.57e-20
606.7,3.5599999999999996e-20
606.8,3.549999999999999e-20
606.9,3.53e-20
607.0,3.51e-20
607.1,3.4900000000000003e-20
607.2,3.48e-20
607.3,3.5e-20
607.4,3.53e-20
607.5,3.52e-20
607.6,3.5e-20
607.7,3.48e-20
607.8,3.4200000000000004e-20
607.9,3.0400000000000004e-20
608.0,2.5900000000000002e-20
608.1,2.52e-20
608.2,2.54e-20
608.3,2.5900000000000002e-20
608.4,2.61e-20
608.5,2.64e-20
608.6,2.6499999999999998e-20
608.7,2.6200000000000003e-20
608.8,2.6000000000000002e-20
608.9,2.6000000000000002e-20
609.0,2.6200000000000003e-20
609.1,2.61e-20
609.2,2.6200000000000003e-20
609.3,2.6200000000000003e-20
609.4,2.63e-20
609.5,2.63e-20
609.6,2.64e-20
609.7,2.64e-20
609.8,2.64e-20
609.9,2.6200000000000003e-20
610.0,2.61e-20
610.1,2.6200000000000003e-20
610.2,2.63e-20
610.3,2.64e-20
610.4,2.64e-20
610.5,2.61e-20
610.6,2.6000000000000002e-20
610.7,2.6200000000000003e-20
610.8,2.61e-20
610.9,2.5900000000000002e-20
611.0,2.5900000000000002e-20
611.1,2.5900000000000002e-20
611.2,2.61e-20
611.3,2.61e-20
611.4,2.58e-20
611.5,2.5699999999999996e-20
611.6,2.5900000000000002e-20
611.7,2.61e-20
611.8,2.6499999999999998e-20
611.9,2.6800000000000002e-20
612.0,2.7e-20
612.1,2.7e-20
612.2,2.7300000000000004e-20
612.3,2.7300000000000004e-20
612.4,2.7500000000000004e-20
612.5,2.7400000000000007e-20
612.6,2.7500000000000004e-20
612.7,2.7500000000000004e-20
612.8,2.77e-20
612.9,2.7799999999999996e-20
613.0,2.79e-20
613.1,2.7799999999999996e-20
613.2,2.7500000000000004e-20
613.3,2.76e-20
613.4,2.76e-20
613.5,2.76e-20
613.6,2.7400000000000007e-20
613.7,2.7400000000000007e-20
613.8,2.7300000000000004e-20
613.9,2.7400000000000007e-20
614.0,2.7500000000000004e-20
614.1,2.7300000000000004e-20
614.2,2.7e-20
614.3,2.67e-20
614.4,2.63e-20
614.5,2.61e-20
614.6,2.63e-20
614.7,2.64e-20
614.8,2.6499999999999998e-20
614.9,2.66e-20
615.0,2.69e-20
615.1,2.6800000000000002e-20
615.2,2.6800000000000002e-20
615.3,2.7e-20
615.4,2.7e-20
615.5,2.7099999999999997e-20
615.6,2.72e-20
615.7,2.7300000000000004e-20
615.8,2.7300000000000004e-20
615.9,2.72e-20
616.0,2.7099999999999997e-20
616.1,2.7300000000000004e-20
616.2,2.79e-20
616.3,2.79e-20
616.4,2.77e-20
616.5,2.7799999999999996e-20
616.6,2.7799999999999996e-20
616.7,2.7799999999999996e-20
616.8,2.76e-20
616.9,2.7500000000000004e-20
617.0,2.7500000000000004e-20
617.1,2.79e-20
617.2,2.81e-20
617.3,2.7999999999999997e-20
617.4,2.7999999999999997e-20
617.5,2.7999999999999997e-20
617.6,2.77e-20
617.7,2.7799999999999996e-20
617.8,2.7799999999999996e-20
617.9,2.7500000000000004e-20
618.0,2.7500000000000004e-20
618.1,2.77e-20
618.2,2.7500000000000004e-20
618.3,2.7500000000000004e-20
618.4,2.7400000000000007e-20
618.5,2.7400000000000007e-20
618.6,2.72e-20
618.7,2.67e-20
618.8,2.63e-20
618.9,2.61e-20
619.0,2.5900000000000002e-20
619.1,2.58e-20
619.2,2.6000000000000002e-20
619.3,2.6200000000000003e-20
619.4,2.6499999999999998e-20
619.5,2.7e-20
619.6,2.7e-20
619.7,2.69e-20
619.8,2.69e-20
619.9,2.7099999999999997e-20
620.0,2.69e-20
620.1,2.67e-20
620.2,2.7e-20
620.3,2.7099999999999997e-20
620.4,2.7099999999999997e-20
620.5,2.72e-20
620.6,2.7099999999999997e-20
620.7,2.7e-20
620.8,2.7099999999999997e-20
620.9,2.7e-20
621.0,2.6800000000000002e-20
621.1,2.7e-20
621.2,2.7099999999999997e-20
621.3,2.7400000000000007e-20
621.4,2.7400000000000007e-20
621.5,2.7300000000000004e-20
621.6,2.7099999999999997e-20
621.7,2.72e-20
621.8,2.7099999999999997e-20
621.9,2.7e-20
622.0,2.72e-20
622.1,2.7400000000000007e-20
622.2,2.7500000000000004e-20
622.3,2.72e-20
622.4,2.7099999999999997e-20
622.5,2.7e-20
622.6,2.6800000000000002e-20
622.7,2.66e-20
622.8,2.64e-20
622.9,2.6200000000000003e-20
623.0,2.61e-20
623.1,2.6000000000000002e-20
623.2,2.5900000000000002e-20
623.3,2.5900000000000002e-20
623.4,2.58e-20
623.5,2.5900000000000002e-20
623.6,2.6200000000000003e-20
623.7,2.61e-20
623.8,2.63e-20
623.9,2.63e-20
624.0,2.64e-20
624.1,2.64e-20
624.2,2.6499999999999998e-20
624.3,2.6499999999999998e-20
624.4,2.67e-20
624.5,2.6800000000000002e-20
624.6,2.6499999999999998e-20
624.7,2.66e-20
624.8,2.69e-20
624.9,2.7300000000000004e-20
625.0,2.76e-20
625.1,2.76e-20
625.2,2.7500000000000004e-20
625.3,2.7400000000000007e-20
625.4,2.7099999999999997e-20
625.5,2.7e-20
625.6,2.67e-20
625.7,2.64e-20
625.8,2.63e-20
625.9,2.6499999999999998e-20
626.0,2.66e-20
626.1,2.6800000000000002e-20
626.2,2.6800000000000002e-20
626.3,2.67e-20
626.4,2.66e-20
626.5,2.66e-20
626.6,2.64e-20
626.7,2.6200000000000003e-20
626.8,2.6200000000000003e-20
626.9,2.6200000000000003e-20
627.0,2.6499999999999998e-20
627.1,2.64e-20
627.2,2.61e-20
627.3,2.61e-20
627.4,2.6200000000000003e-20
627.5,2.5900000000000002e-20
627.6,2.58e-20
627.7,2.5699999999999996e-20
627.8,2.5499999999999995e-20
627.9,2.58e-20
628.0,2.6000000000000002e-20
628.1,2.6499999999999998e-20
628.2,2.6800000000000002e-20
628.3,2.69e-20
628.4,2.7099999999999997e-20
628.5,2.7099999999999997e-20
628.6,2.7500000000000004e-20
628.7,2.77e-20
628.8,2.76e-20
628.9,2.7500000000000004e-20
629.0,2.76e-20
629.1,2.77e-20
629.2,2.7799999999999996e-20
629.3,2.79e-20
629.4,2.79e-20
629.5,2.79e-20
629.6,2.79e-20
629.7,2.7799999999999996e-20
629.8,2.82e-20
629.9,2.85e-20
630.0,2.85e-20
630.1,2.86e-20
630.2,2.86e-20
630.3,2.83e-20
630.4,2.83e-20
630.5,2.83e-20
630.6,2.82e-20
630.7,2.82e-20
630.8,2.81e-20
630.9,2.81e-20
631.0,2.7999999999999997e-20
631.1,2.79e-20
631.2,2.81e-20
631.3,2.84e-20
631.4,2.84e-20
631.5,2.81e-20
631.6,2.81e-20
631.7,2.82e-20
631.8,2.81e-20
631.9,2.7999999999999997e-20
632.0,2.81e-20
632.1,2.82e-20
632.2,2.83e-20
632.3,2.85e-20
632.4,2.88e-20
632.5,2.85e-20
632.6,2.81e-20
632.7,2.79e-20
632.8,2.81e-20
632.9,2.79e-20
633.0,2.7300000000000004e-20
633.1,2.7099999999999997e-20
633.2,2.7e-20
633.3,2.7099999999999997e-20
633.4,2.7e-20
633.5,2.7e-20
633.6,2.72e-20
633.7,2.72e-20
633.8,2.69e-20
633.9,2.66e-20
634.0,2.6800000000000002e-20
634.1,2.7e-20
634.2,2.7e-20
634.3,2.6800000000000002e-20
634.4,2.6499999999999998e-20
634.5,2.64e-20
634.6,2.63e-20
634.7,2.6200000000000003e-20
634.8,2.6200000000000003e-20
634.9,2.61e-20
635.0,2.6200000000000003e-20
635.1,2.64e-20
635.2,2.6499999999999998e-20
635.3,2.66e-20
635.4,2.61e-20
635.5,2.61e-20
635.6,2.63e-20
635.7,2.61e-20
635.8,2.61e-20
635.9,2.6000000000000002e-20
636.0,2.6200000000000003e-20
636.1,2.61e-20
636.2,2.5699999999999996e-20
636.3,2.5599999999999998e-20
636.4,2.5699999999999996e-20
636.5,2.5900000000000002e-20
636.6,2.58e-20
636.7,2.58e-20
636.8,2.58e-20
636.9,2.5699999999999996e-20
637.0,2.5699999999999996e-20
637.1,2.5699999999999996e-20
637.2,2.5900000000000002e-20
637.3,2.6000000000000002e-20
637.4,2.61e-20
637.5,2.6200000000000003e-20
637.6,2.63e-20
637.7,2.6499999999999998e-20
637.8,2.66e-20
637.9,2.66e-20
638.0,2.6499999999999998e-20
638.1,2.69e-20
638.2,2.72e-20
638.3,2.7300000000000004e-20
638.4,2.7400000000000007e-20
638.5,2.7300000000000004e-20
638.6,2.7300000000000004e-20
638.7,2.7300000000000004e-20
638.8,2.7400000000000007e-20
638.9,2.77e-20
639.0,2.7999999999999997e-20
639.1,2.7799999999999996e-20
