frequency,amb,flag,channel
548.7,4.64e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
548.8,4.6e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
548.9,4.53e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
549.0,4.37e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
549.1,4.21e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
549.2,4.04e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
549.3,3.9e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
549.4,3.79e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
549.5,3.68e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
549.6,3.52e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
549.7,3.36e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
549.8,3.19e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
549.9,3.06e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
550.0,2.99e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
550.1,2.99e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
550.2,2.99e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
550.3,2.96e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
550.4,2.94e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
550.5,2.9e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
550.6,2.85e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
550.7,2.81e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
550.8,2.79e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
550.9,2.81e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
551.0,2.82e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
551.1,2.84e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
551.2,2.84e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
551.3,2.9e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
551.4,2.95e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
551.5,3.02e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
551.6,3.06e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
551.7,3.05e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
551.8,3.05e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
551.9,3.08e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
552.0,3.1e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
552.1,3.14e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
552.2,3.15e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
552.3,3.19e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
552.4,3.19e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
552.5,3.19e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
552.6,3.24e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
552.7,3.26e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
552.8,3.27e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
552.9,3.3e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
553.0,3.28e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
553.1,3.25e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
553.2,3.16e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
553.3,3.1e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
553.4,3.03e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
553.5,2.96e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
553.6,2.9e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
553.7,2.85e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
553.8,2.76e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
553.9,2.77e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
554.0,2.81e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
554.1,2.84e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
554.2,2.9e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
554.3,2.94e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
554.4,2.99e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
554.5,3.07e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
554.6,3.13e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
554.7,3.19e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
554.8,3.27e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
554.9,3.32e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
555.0,3.4e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
555.1,3.49e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
555.2,3.6e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
555.3,3.73e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
555.4,3.81e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
555.5,3.9e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
555.6,4.02e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
555.7,4.16e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
555.8,4.31e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
555.9,4.42e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
556.0,4.51e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
556.1,4.65e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
556.2,4.82e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
556.3,2.38e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
556.4,5.06e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
556.5,5.13e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
556.6,5.2e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
556.7,5.26e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
556.8,5.33e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
556.9,5.41e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
557.0,5.51e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
557.1,5.59e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
557.2,5.67e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
557.3,5.76e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
557.4,5.84e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
557.5,5.89e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
557.6,5.9e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
557.7,2.49e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
557.8,6.07e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
557.9,6.19e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
558.0,6.24e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
558.1,6.25e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
558.2,6.25e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
558.3,6.28e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
558.4,2.64e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
558.5,6.38e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
558.6,6.41e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
558.7,6.47e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
558.8,6.53e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
558.9,6.56e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
559.0,6.63e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
559.1,6.62e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
559.2,2.75e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
559.3,6.54e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
559.4,6.49e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
559.5,6.51e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
559.6,6.48e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
559.7,6.44e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
559.8,6.39e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
559.9,6.43e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
560.0,6.46e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
560.1,6.39e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
560.2,6.23e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
560.3,6.13e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
560.4,6.05e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
560.5,5.99e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
560.6,5.92e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
560.7,5.83e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
560.8,5.72e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
560.9,5.62e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
561.0,5.56e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
561.1,5.47e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
561.2,5.38e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
561.3,5.25e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
561.4,5.16e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
561.5,5.03e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
561.6,8.65e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Y
561.7,8.51e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Y
561.8,8.39e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Y
561.9,8.5e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Y
562.0,8.55e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Y
562.1,4.23e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
562.2,4.11e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
562.3,3.95e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
562.4,3.8e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
562.5,3.66e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
562.6,3.45e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
562.7,3.35e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
562.8,3.23e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
562.9,3.07e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
563.0,7.46e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Y
563.1,7.43e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Y
563.2,7.3e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Y
563.3,2.59e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
563.4,2.47e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
563.5,2.37e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
563.6,2.35e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
563.7,2.31e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
563.8,2.29e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
563.9,2.25e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
564.0,2.23e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
564.1,2.22e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
564.2,2.19e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
564.3,2.16e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
564.4,2.15e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
564.5,2.13e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
564.6,2.13e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
564.7,2.15e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
564.8,2.16e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
564.9,2.16e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
565.0,2.14e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
565.1,2.17e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
565.2,2.19e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
565.3,2.19e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
565.4,2.2e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
565.5,1.04e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
565.6,1.02e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
565.7,9.99e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
565.8,9.71e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
565.9,9.58e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
566.0,9.4e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
566.1,9.15e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
566.2,8.96e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
566.3,8.81e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
566.4,8.85e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
566.5,8.66e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
566.6,8.52e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
566.7,8.26e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
566.8,7.99e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
566.9,7.84e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
567.0,7.65e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
567.1,7.54e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
567.2,7.45e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
567.3,7.2e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
567.4,6.9e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
567.5,6.71e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
567.6,6.51e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
567.7,6.27e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
567.8,5.98e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
567.9,5.67e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
568.0,5.38e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
568.1,5.09e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
568.2,4.88e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
568.3,4.63e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
568.4,4.43e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
568.5,4.28e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
568.6,9.55e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
568.7,4.46e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Z
568.8,4.35e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Z
568.9,4.26e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Z
569.0,4.25e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Z
569.1,4.32e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Z
569.2,4.32e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Z
569.3,4.33e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
569.4,4.41e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
569.5,4.5e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
569.6,4.68e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
569.7,4.78e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
569.8,4.91e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
569.9,5.14e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
570.0,4.95e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Z
570.1,5.24e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Z
570.2,4.33e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
570.3,4.52e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
570.4,4.52e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
570.5,4.53e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
570.6,4.6e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
570.7,4.93e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
570.8,4.71e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Y
570.9,4.75e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
571.0,4.75e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
571.1,4.73e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
571.2,4.64e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
571.3,4.63e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
571.4,4.7e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
571.5,4.68e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
571.6,4.73e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
571.7,4.92e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Z
571.8,4.79e-21,Upper Limit,L1:PEM-CS_ACC_HAM6VAC_SEPTUM_Z
571.9,4.74e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE2_Z
572.0,7.9e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
572.1,7.86e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
572.2,7.92e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
572.3,7.99e-21,Upper Limit,L1:PEM-CS_ACC_PSL_TABLE1_Y
572.4,5.27e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
572.5,5.65e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
572.6,6.1e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
572.7,6.5e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
572.8,6.94e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
572.9,7.27e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
573.0,7.55e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
573.1,7.9e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
573.2,8.37e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
573.3,8.89e-22,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
573.4,9.44e-22,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
573.5,2.86e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
573.6,2.85e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
573.7,1.12e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
573.8,2.73e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
573.9,2.66e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
574.0,2.58e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
574.1,2.56e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
574.2,2.54e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
574.3,2.47e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
574.4,2.44e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
574.5,2.44e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
574.6,2.42e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
574.7,2.4e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
574.8,2.4e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
574.9,5.48e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE2_Z
575.0,2.36e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
575.1,2.31e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
575.2,5.59e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE2_Z
575.3,5.64e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE2_Z
575.4,5.69e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE2_Z
575.5,2.52e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
575.6,2.62e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
575.7,5.8e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE2_Z
575.8,5.84e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE2_Z
575.9,5.91e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE2_Z
576.0,5.91e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE2_Z
576.1,5.94e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE2_Z
576.2,3.17e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
576.3,3.34e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
576.4,3.51e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
576.5,3.61e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
576.6,3.74e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
576.7,3.91e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
576.8,4.03e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
576.9,4.2e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
577.0,4.46e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
577.1,4.73e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
577.2,4.9e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
577.3,4.55e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
577.4,1.53e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
577.5,1.52e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
577.6,1.52e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
577.7,1.51e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
577.8,1.51e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
577.9,1.5e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
578.0,1.49e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
578.1,1.5e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
578.2,1.49e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
578.3,1.47e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
578.4,1.47e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
578.5,1.47e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
578.6,1.47e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
578.7,1.47e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
578.8,1.5e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
578.9,1.49e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
579.0,1.48e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
579.1,1.48e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
579.2,1.49e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
579.3,1.48e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
579.4,1.49e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
579.5,1.49e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
579.6,1.51e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
579.7,1.52e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
579.8,1.53e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
579.9,1.55e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_X
580.0,4.52e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.1,4.2e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.2,3.97e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.3,3.73e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.4,3.56e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.5,3.38e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.6,3.2e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.7,3.04e-21,Measured,L1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.8,4.3e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
580.9,4e-21,Measured,L1:PEM-CS_ACC_PSL_TABLE1_Z
