frequency,amb,flag,channel
569.5,4.4499999999999995e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
569.6,4.4400000000000004e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
569.7,4.420000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
569.8,4.4400000000000004e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
569.9,4.46e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
570.0,4.47e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
577.0,1.0500000000000001e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
577.1,1.08e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
577.2,1.1100000000000001e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
577.3,1.1599999999999998e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
577.4,1.21e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
577.5,4.34e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
577.6,4.3600000000000006e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
577.7,4.4e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
577.8,4.420000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
577.9,4.35e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
578.0,4.31e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
578.1,4.3e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
578.2,4.25e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
578.3,4.2599999999999995e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
578.4,4.25e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
578.5,4.1700000000000006e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
578.6,4.1100000000000006e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
578.7,4.03e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
578.8,3.99e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
578.9,3.95e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
579.0,3.929999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
579.1,3.8000000000000005e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
579.2,3.73e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
579.3,3.6399999999999994e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
579.4,3.54e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
579.5,3.49e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
579.6,3.46e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
579.7,3.4e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
579.8,3.3100000000000003e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
579.9,3.21e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.0,3.12e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.1,3.02e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.2,2.9299999999999996e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.3,2.84e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.4,2.7800000000000003e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.5,2.68e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.6,2.57e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
580.7,6.75e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
580.8,6.12e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
580.9,5.539999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
581.0,4.98e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
581.1,4.41e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
581.2,3.87e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
581.3,5.870000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
581.4,5.6499999999999995e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
581.5,5.09e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
581.6,4.77e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
581.7,4.54e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
581.8,4.4e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
581.9,4.3799999999999996e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
582.0,4.4e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
582.1,4.52e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
582.2,4.54e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
582.3,3.6200000000000004e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
582.4,4.8700000000000005e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
582.5,5.09e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
582.6,5.45e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
582.7,5.8999999999999995e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
582.8,6.409999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
582.9,7.04e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
583.0,7.62e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
583.1,8.31e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
583.2,9.070000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
583.3,5.9699999999999994e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
583.4,6.31e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
583.5,5.859999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
583.6,6.169999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
583.7,6.48e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
583.8,6.759999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
583.9,6.98e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
584.0,7.25e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
584.1,7.550000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
584.2,7.8e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
584.3,8.050000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
584.4,8.37e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
584.5,8.66e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
584.6,8.89e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
584.7,9.18e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
584.8,9.54e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
584.9,9.86e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
585.0,1.02e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
585.1,1.7699999999999998e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
585.2,1.76e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
585.3,1.75e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
585.4,1.72e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
585.5,1.72e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
585.6,1.74e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
585.7,1.72e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
585.8,1.6899999999999998e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
585.9,1.6799999999999998e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
586.0,1.7e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
586.1,1.7100000000000002e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
586.2,1.7100000000000002e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
586.3,1.72e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
586.4,1.72e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
586.5,1.76e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
586.6,1.8000000000000002e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
586.7,1.84e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
586.8,1.87e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
586.9,1.91e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
587.0,1.96e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
587.1,1.9799999999999998e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
587.2,2.0299999999999997e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
587.3,1.4799999999999998e-20,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
587.4,1.3899999999999998e-20,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
587.5,1.32e-20,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
587.6,1.25e-20,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
587.7,1.19e-20,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
587.8,1.1299999999999999e-20,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
587.9,1.06e-20,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
588.0,1.01e-20,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
588.1,9.91e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
588.2,1.01e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
588.3,1.02e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
588.4,1.03e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
588.5,1.06e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
588.6,7.63e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
588.7,7.38e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
588.8,7.54e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
588.9,7.37e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
589.0,7.22e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
589.1,7.109999999999999e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
589.2,6.890000000000001e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
589.3,6.720000000000001e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
589.4,6.6e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
589.5,6.57e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
589.6,6.51e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
589.7,6.39e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
589.8,6.29e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
589.9,6.1599999999999994e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
590.0,6.05e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
590.1,5.93e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
590.2,9.559999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
590.3,9.38e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
590.4,9.2e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
590.5,6e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
590.6,6.02e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
590.7,6.07e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
590.8,6.0899999999999995e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
590.9,7.95e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
591.0,7.689999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
591.1,7.41e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
591.2,7.170000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
591.3,6.940000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
591.4,6.68e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
591.5,6.48e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
591.6,6.3300000000000004e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
591.7,6.169999999999999e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
591.8,9.729999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
591.9,6.12e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
592.0,9.329999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
592.1,9.570000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
592.2,9.6e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
592.3,9.72e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
592.4,9.82e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
592.5,9.75e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
592.6,9.690000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
592.7,9.71e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
592.8,9.779999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
592.9,9.740000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
593.0,9.740000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
593.1,9.729999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
593.2,9.729999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
593.3,9.760000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
593.4,9.790000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
593.5,9.72e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
593.6,9.71e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
593.7,9.77e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
593.8,9.86e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
593.9,9.92e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
594.0,1.02e-20,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
594.1,1.1000000000000001e-20,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
594.2,1.1799999999999999e-20,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
594.3,1.2799999999999999e-20,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
594.4,1.38e-20,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
594.5,1.02e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
594.6,1.02e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
594.7,1.01e-20,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
594.8,9.880000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
594.9,9.08e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
595.0,9.83e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
595.1,9.72e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
595.2,9.570000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
595.3,9.43e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
595.4,9.290000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
595.5,9.139999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
595.6,4.6e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
595.7,4.6200000000000005e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
595.8,4.69e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
595.9,4.72e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
596.0,4.75e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
596.1,7.77e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
596.2,7.62e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
596.3,8.170000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
596.4,7.859999999999998e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
596.5,7.209999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
596.6,7.06e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
596.7,6.850000000000002e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
596.8,5.2500000000000005e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
596.9,5.24e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
597.0,5.3200000000000004e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
597.1,5.3299999999999995e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
597.2,6.2000000000000004e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
597.3,6.15e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
597.4,6.06e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
597.5,5.36e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
597.6,5.94e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
597.7,5.8399999999999995e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
597.8,5.7799999999999994e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
597.9,5.7799999999999994e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
598.0,5.520000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
602.0,8.55e-22,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
602.1,1.4800000000000002e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
602.2,1.91e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
602.3,1.8700000000000002e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
602.4,1.86e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
602.5,1.8199999999999997e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
602.6,1.5e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
602.7,1.47e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
602.8,1.76e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
602.9,1.7499999999999998e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
603.0,1.74e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
603.1,1.3699999999999998e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
603.2,5.37e-22,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_Y
603.3,1.26e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
603.4,1.24e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
603.5,1.2300000000000002e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
603.6,1.19e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
603.7,1.15e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
603.8,1.1e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
603.9,1.06e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
604.0,1.0199999999999999e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
604.1,9.86e-22,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
604.2,9.52e-22,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
604.3,6.47e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_X
604.4,7.05e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_X
604.5,7.78e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_X
604.6,8.44e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_X
604.7,9.000000000000001e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_X
604.8,9.37e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_X
604.9,7.79e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_Z
605.0,5.99e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_X
605.1,6.169999999999999e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_X
605.2,6.21e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_X
605.3,6.27e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_X
605.4,6.51e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_X
605.5,6.609999999999999e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_X
605.6,6.2799999999999995e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_X
605.7,5.9699999999999994e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_X
605.8,7.480000000000001e-21,Upper Limit,H1:PEM-CS_ACC_BSC1_ITMY_Z
605.9,1.2e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
606.0,1.26e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
606.1,1.3e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Z
606.2,1.36e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
606.3,1.4400000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
606.4,1.52e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
606.5,1.5800000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
606.6,1.4099999999999999e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
606.7,1.7499999999999998e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
606.8,1.8199999999999997e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
606.9,1.9000000000000003e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
607.0,1.64e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
607.1,1.7199999999999998e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
607.2,1.7899999999999997e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
607.3,1.88e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
607.4,1.9300000000000003e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
607.5,1.99e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
607.6,2.0000000000000002e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
607.7,2.05e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
607.8,2.14e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
607.9,2.15e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
608.0,2.1800000000000003e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
608.1,2.2e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
608.2,2.2100000000000003e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
608.3,2.24e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
608.4,2.2800000000000002e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
608.5,2.3e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
608.6,2.3e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
608.7,2.2800000000000002e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
608.8,2.2899999999999997e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
608.9,2.3199999999999998e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
609.0,2.3499999999999998e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
609.1,2.3899999999999997e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
609.2,2.3899999999999997e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
609.3,2.3899999999999997e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
609.4,3.6200000000000004e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
609.5,2.3899999999999997e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
609.6,3.55e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
609.7,3.52e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
609.8,4.25e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
609.9,3.54e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
610.0,3.54e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
610.1,4.1399999999999995e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
610.2,4.13e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
610.3,4.0600000000000004e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
610.4,4.03e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
610.5,4.0500000000000005e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
610.6,4.03e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
610.7,5.2e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
610.8,4.01e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_X
610.9,4.6999999999999995e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
611.0,4.48e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
611.1,4.28e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
611.2,4.28e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
611.3,4.46e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE1_Y
611.4,4.3e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
611.5,3.6700000000000006e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
611.6,4.18e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
611.7,3.43e-21,Measured,H1:PEM-CS_ACC_PSL_TABLE2_Z
611.8,4.0600000000000004e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
611.9,3.81e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
612.0,3.6399999999999994e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
612.1,3.510000000000001e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
612.2,3.3799999999999995e-21,Measured,H1:PEM-CS_ACC_PSL_PERISCOPE_X
612.3,2.38e-21,Measured,H1:PEM-CS_MIC_PSL_CENTER
