frequency,amb,flag,darm
11.285,0.0,0,2.84e-17
11.33,0.0,0,3.2899999999999996e-17
11.375,0.0,0,2.675e-17
11.42,0.0,0,2.14e-17
11.45,0.0,0,2.18e-17
11.5,0.0,0,2.455e-17
11.55,0.0,0,2.2699999999999998e-17
11.594999999999999,0.0,0,2.1649999999999998e-17
11.64,0.0,0,1.9e-17
11.684999999999999,0.0,0,1.755e-17
11.73,0.0,0,1.81e-17
11.774999999999999,0.0,0,1.675e-17
11.82,0.0,0,1.4499999999999998e-17
11.85,0.0,0,1.53e-17
11.895,0.0,0,1.5e-17
11.94,0.0,0,1.4000000000000003e-17
11.985,0.0,0,1.35e-17
12.03,0.0,0,1.24e-17
12.075,0.0,0,1.13e-17
12.12,0.0,0,1.16e-17
12.165,0.0,0,1.045e-17
12.21,0.0,0,1.05e-17
12.254999999999999,0.0,0,9.73e-18
12.3,0.0,0,1.07e-17
12.344999999999999,0.0,0,9.900000000000001e-18
12.39,0.0,0,9.2e-18
12.434999999999999,0.0,0,8.475e-18
12.48,0.0,0,8.61e-18
12.535,0.0,0,8.72e-18
12.58,0.0,0,7.75e-18
12.625,0.0,0,8.225e-18
12.67,0.0,0,8.45e-18
12.715,0.0,0,6.435e-18
12.76,0.0,0,7.13e-18
12.805,0.0,0,6.8600000000000005e-18
12.85,0.0,0,6.7000000000000006e-18
12.895,0.0,0,6.145000000000001e-18
12.94,0.0,0,5.65e-18
12.985,0.0,0,6.455e-18
13.03,0.0,0,5.23e-18
13.075,0.0,0,5.575e-18
13.12,0.0,0,5.17e-18
13.165,0.0,0,5.295e-18
13.21,0.0,0,5.72e-18
13.254999999999999,0.0,0,5.915e-18
13.315000000000001,0.0,0,6.37e-18
13.36,0.0,0,5.52e-18
13.405000000000001,0.0,0,4.91e-18
13.45,0.0,0,4.6e-18
13.5,0.0,0,4.27e-18
13.55,0.0,0,4.15e-18
13.594999999999999,0.0,0,4.265e-18
13.64,0.0,0,4.33e-18
13.684999999999999,0.0,0,5.415e-18
13.745000000000001,0.0,0,1.255e-17
13.79,0.0,0,9.75e-18
13.835,0.0,0,2.67e-17
13.88,0.0,0,9.540000000000001e-17
13.925,0.0,0,5.545e-17
13.985,0.0,0,1.765e-17
14.03,0.0,0,1.87e-17
14.075,0.0,0,1.31e-17
14.12,0.0,0,7.5e-18
14.165,0.0,0,5.575e-18
14.225000000000001,5.38e-20,1,5.639999999999999e-18
14.27,0.0,0,6.4699999999999995e-18
14.315000000000001,0.0,0,8.09e-18
14.36,0.0,0,9.120000000000001e-18
14.405000000000001,0.0,0,8.839999999999999e-18
14.465,0.0,0,6.285e-18
14.52,0.0,0,6.3299999999999994e-18
14.565000000000001,0.0,0,4.565e-18
14.625,0.0,0,5.22e-18
14.67,0.0,0,4.92e-18
14.715,0.0,0,4.495e-18
14.76,0.0,0,4.660000000000001e-18
14.805,0.0,0,4.7e-18
14.865,0.0,0,4.5149999999999995e-18
14.91,0.0,0,3.92e-18
14.955,0.0,0,3.7649999999999996e-18
15.015,0.0,0,3.49e-18
15.06,0.0,0,3.3e-18
15.105,0.0,0,3.23e-18
15.165,0.0,0,3.32e-18
15.21,0.0,0,3.14e-18
15.254999999999999,0.0,0,3.34e-18
15.315000000000001,0.0,0,3.52e-18
15.36,0.0,0,3.1899999999999996e-18
15.405000000000001,0.0,0,3.38e-18
15.465,0.0,0,6.3299999999999994e-18
15.535,0.0,0,1.9855e-16
15.58,0.0,0,8.51e-16
15.625,0.0,0,4.435e-16
15.684999999999999,0.0,0,1.0205000000000001e-17
15.73,0.0,0,3.49e-18
15.774999999999999,0.0,0,2.93e-18
15.835,0.0,0,2.3049999999999997e-18
15.88,0.0,0,2.26e-18
15.925,0.0,0,2.3450000000000002e-18
15.985,0.0,0,2.645e-18
16.045,0.0,0,2.17e-18
16.09,0.0,0,2.3e-18
16.134999999999998,0.0,0,2.605e-18
16.195,0.0,0,2.64e-18
16.255,0.0,0,3.885e-18
16.3,0.0,0,1.26e-17
16.345,0.0,0,3.725e-16
16.405,0.0,0,5.03e-16
16.465,0.0,0,1.5e-17
16.52,0.0,0,2.9e-18
16.564999999999998,0.0,0,1.7700000000000002e-18
16.625,0.0,0,1.84e-18
16.685000000000002,0.0,0,1.89e-18
16.73,0.0,0,1.97e-18
16.775,0.0,0,1.78e-18
16.835,0.0,0,2.1850000000000003e-18
16.895,0.0,0,2.03e-18
16.955,0.0,0,3.7e-18
17.0,0.0,0,1.24e-17
17.045,0.0,0,2.78e-16
17.105,0.0,0,4.415e-16
17.165,0.0,0,2.0579999999999997e-17
17.225,0.0,0,2.585e-18
17.27,0.0,0,1.6199999999999999e-18
17.314999999999998,0.0,0,1.565e-18
17.375,0.0,0,1.465e-18
17.435000000000002,0.0,0,2.265e-18
17.5,0.0,0,1.48e-17
17.55,0.0,0,2.89e-16
17.595,0.0,0,6.084999999999999e-16
17.655,0.0,0,8.285e-17
17.715,0.0,0,3.59e-18
17.775,0.0,0,1.012e-17
17.835,0.0,0,4.34e-18
17.895,0.0,0,1.4950000000000001e-18
17.94,0.0,0,1.17e-18
17.985,0.0,0,1.2750000000000001e-18
18.045,0.0,0,1.195e-18
18.105,0.0,0,1.3e-18
18.165,0.0,0,1.2000000000000002e-18
18.225,0.0,0,1.4850000000000002e-18
18.285,0.0,0,1.6e-18
18.33,0.0,0,4.73e-18
18.375,0.0,0,4.535e-18
18.435000000000002,0.0,0,1.39e-18
18.5,0.0,0,1.01e-18
18.564999999999998,0.0,0,1.0550000000000002e-18
18.625,0.0,0,9.069999999999999e-19
18.685000000000002,0.0,0,9.345e-19
18.745,0.0,0,1.095e-18
18.805,0.0,0,1.13e-18
18.865000000000002,0.0,0,1.07e-18
18.91,0.0,0,8.72e-19
18.955,0.0,0,8.515000000000001e-19
19.015,0.0,0,8.389999999999999e-19
19.075,0.0,0,8.7e-19
19.134999999999998,0.0,0,8.660000000000001e-19
19.195,0.0,0,7.910000000000001e-19
19.255,0.0,0,8.215e-19
19.314999999999998,0.0,0,8.790000000000001e-19
19.375,0.0,0,9.465e-19
19.435000000000002,0.0,0,1.1799999999999999e-18
19.5,0.0,0,1.31e-18
19.564999999999998,0.0,0,1.045e-18
19.625,0.0,0,1.073e-18
19.685000000000002,0.0,0,8.790000000000001e-19
19.745,0.0,0,1.0455e-18
19.805,0.0,0,1.775e-18
19.865000000000002,0.0,0,1.195e-18
19.925,0.0,0,1.59e-18
19.985,0.0,0,1.43e-18
20.045,0.0,0,1.7e-18
20.105,0.0,0,1.0125e-17
20.165,0.0,0,3.625e-18
20.225,0.0,0,1.23e-18
20.285,0.0,0,1.6149999999999999e-18
20.345,0.0,0,1.0115e-18
20.405,0.0,0,1.0600000000000001e-18
20.465,0.0,0,1.135e-18
20.535,0.0,0,8.51e-19
20.595,0.0,0,1.51e-18
20.655,0.0,0,1.0480000000000001e-18
20.715,0.0,0,1.4900000000000002e-18
20.775,0.0,0,6.155e-18
20.835,0.0,0,1.623e-18
20.895,0.0,0,9.91e-19
20.955,0.0,0,1.3249999999999999e-18
21.015,0.0,0,6.83e-19
21.075,0.0,0,7.16e-19
21.134999999999998,0.0,0,5.88e-19
21.195,0.0,0,4.720000000000001e-19
21.255,0.0,0,4.43e-19
21.314999999999998,5.89e-21,1,4.65e-19
21.39,0.0,0,9.046666666666666e-19
21.465,0.0,0,6.375e-19
21.535,0.0,0,5.355000000000001e-19
21.595,0.0,0,5.5e-19
21.655,0.0,0,6.255e-19
21.715,0.0,0,6.3e-19
21.775,0.0,0,6.000000000000001e-19
21.835,0.0,0,3.52e-18
21.895,0.0,0,1.044e-17
21.955,0.0,0,1.6055e-18
22.03,0.0,0,6.496666666666667e-19
22.105,0.0,0,5.515e-18
22.165,0.0,0,4.37e-18
22.225,0.0,0,5.530000000000001e-19
22.285,0.0,0,4.2149999999999993e-19
22.345,0.0,0,5.11e-19
22.405,0.0,0,4.24e-19
22.483333333333334,0.0,0,3.2666666666666666e-19
22.564999999999998,0.0,0,3.71e-19
22.625,0.0,0,3.4049999999999994e-19
22.685000000000002,0.0,0,3.425e-19
22.745,0.0,0,3.3e-19
22.805,0.0,0,3.365e-19
22.88,0.0,0,3.683333333333333e-19
22.955,0.0,0,3.545e-19
23.015,0.0,0,3.525e-19
23.075,0.0,0,4.135e-19
23.134999999999998,0.0,0,3.55e-19
23.209999999999997,0.0,0,3.3033333333333334e-19
23.285,0.0,0,3.1700000000000003e-19
23.345,0.0,0,3.015e-19
23.405,0.0,0,3.0250000000000003e-19
23.465,0.0,0,3.5749999999999998e-19
23.55,0.0,0,3.236666666666667e-19
23.625,0.0,0,2.895e-19
23.685000000000002,0.0,0,2.9950000000000002e-19
23.745,0.0,0,3.0649999999999997e-19
23.820000000000004,0.0,0,3.1466666666666665e-19
23.895,0.0,0,2.79e-19
23.955,0.0,0,3.3750000000000003e-19
24.015,0.0,0,2.815e-19
24.09,0.0,0,2.486666666666667e-19
24.165,0.0,0,2.3099999999999996e-19
24.225,0.0,0,2.6e-19
24.285,0.0,0,2.755e-19
24.36,0.0,0,2.4433333333333337e-19
24.435000000000002,0.0,0,2.55e-19
24.5,0.0,0,2.345e-19
24.58,0.0,0,3.1133333333333333e-19
24.655,0.0,0,2.815e-19
24.715,0.0,0,2.385e-19
24.775,0.0,0,2.4450000000000003e-19
24.849999999999998,0.0,0,2.3900000000000004e-19
24.925,0.0,0,2.105e-19
24.985,0.0,0,2.355e-19
25.060000000000002,0.0,0,2.5166666666666668e-19
25.134999999999998,0.0,0,2.765e-19
25.195,0.0,0,2.725e-19
25.27,0.0,0,2.1700000000000003e-19
25.345,0.0,0,2.4549999999999996e-19
25.405,0.0,0,2.1249999999999998e-19
25.483333333333334,0.0,0,2.1833333333333333e-19
25.564999999999998,0.0,0,2.355e-19
25.625,0.0,0,2.2750000000000004e-19
25.700000000000003,0.0,0,2.0266666666666666e-19
25.775,0.0,0,2e-19
25.849999999999998,0.0,0,1.7533333333333334e-19
25.925,0.0,0,2.0650000000000002e-19
25.985,0.0,0,2.215e-19
26.060000000000002,0.0,0,2.7466666666666667e-19
26.134999999999998,0.0,0,1.99e-19
26.195,0.0,0,1.87e-19
26.27,0.0,0,1.713333333333333e-19
26.345,0.0,0,1.67e-19
26.42,0.0,0,1.6666666666666667e-19
26.5,0.0,0,1.935e-19
26.58,0.0,0,1.95e-19
26.655,0.0,0,1.935e-19
26.715,0.0,0,1.83e-19
26.790000000000003,0.0,0,1.6633333333333333e-19
26.865000000000002,0.0,0,1.74e-19
26.939999999999998,0.0,0,1.66e-19
27.015,0.0,0,1.8050000000000002e-19
27.09,0.0,0,1.79e-19
27.165,0.0,0,1.68e-19
27.24,0.0,0,1.6633333333333333e-19
27.314999999999998,0.0,0,1.6349999999999999e-19
27.39,0.0,0,1.9099999999999999e-19
27.465,0.0,0,2.305e-19
27.55,0.0,0,2.0066666666666664e-19
27.625,0.0,0,1.87e-19
27.685000000000002,0.0,0,2.0399999999999998e-19
27.76,0.0,0,1.8366666666666666e-19
27.835,0.0,0,1.6450000000000002e-19
27.91,0.0,0,1.5433333333333332e-19
28.0,0.0,0,1.5933333333333332e-19
28.075,0.0,0,1.4550000000000002e-19
28.149999999999995,0.0,0,2.2966666666666667e-19
28.225,0.0,0,3.8149999999999995e-19
28.3,0.0,0,3.46e-19
28.375,3.37e-21,1,2.115e-19
28.450000000000003,0.0,0,1.5533333333333335e-19
28.535,0.0,0,1.4599999999999998e-19
28.61,0.0,0,1.5666666666666668e-19
28.685000000000002,0.0,0,1.47e-19
28.76,0.0,0,1.5033333333333336e-19
28.849999999999998,0.0,0,1.7266666666666665e-19
28.925,0.0,0,1.565e-19
29.0,0.0,0,1.3233333333333334e-19
29.075,0.0,0,1.4099999999999999e-19
29.149999999999995,0.0,0,1.4933333333333335e-19
29.225,0.0,0,1.41e-19
29.3,0.0,0,1.3533333333333332e-19
29.39,0.0,0,1.456666666666667e-19
29.465,0.0,0,1.3149999999999998e-19
29.55,0.0,0,1.7766666666666665e-19
29.64,0.0,0,1.6e-19
29.715,0.0,0,1.48e-19
29.790000000000003,0.0,0,1.83e-19
29.865000000000002,0.0,0,2.4849999999999997e-19
29.939999999999998,0.0,0,1.7966666666666667e-19
30.03,0.0,0,1.3933333333333333e-19
30.105,0.0,0,1.655e-19
30.179999999999996,0.0,0,1.5433333333333332e-19
30.27,0.0,0,1.2466666666666667e-19
30.345,0.0,0,1.34e-19
30.42,0.0,0,1.3166666666666666e-19
30.516666666666666,0.0,0,1.2566666666666666e-19
30.595,0.0,0,1.07e-19
30.67,0.0,0,1.0286666666666668e-19
30.76,0.0,0,1.0266666666666668e-19
30.849999999999998,0.0,0,1.166666666666667e-19
30.925,0.0,0,1.1849999999999999e-19
31.0,0.0,0,1.1666666666666667e-19
31.09,0.0,0,1.0800000000000002e-19
31.165,0.0,0,9.15e-20
31.24,0.0,0,1.0283333333333333e-19
31.33,0.0,0,1.1166666666666667e-19
31.42,0.0,0,1.4466666666666669e-19
31.5,0.0,0,1.0330000000000001e-19
31.58,0.0,0,9.573333333333334e-20
31.67,0.0,0,1.042e-19
31.76,0.0,0,8.73e-20
31.835,0.0,0,9.44e-20
31.91,0.0,0,1.0646666666666667e-19
32.0,0.0,0,1.94e-19
32.09,0.0,0,1.1046666666666668e-19
32.18,0.0,0,1.12e-19
32.255,0.0,0,1.485e-19
32.33,0.0,0,1.9266666666666664e-19
32.42,0.0,0,1.2133333333333336e-19
32.516666666666666,0.0,0,1.2033333333333332e-19
32.61,0.0,0,1.02e-19
32.685,0.0,0,1.025e-19
32.76,0.0,0,1.0533333333333333e-19
32.85,0.0,0,9.803333333333334e-20
32.94,0.0,0,9.1e-20
33.03,0.0,0,8.676666666666668e-20
33.120000000000005,0.0,0,8.83e-20
33.21,0.0,0,8.630000000000001e-20
33.285,0.0,0,8.714999999999999e-20
33.36,0.0,0,9.16e-20
33.449999999999996,0.0,0,9.656666666666667e-20
33.55,0.0,0,9.773333333333332e-20
33.64,0.0,0,8.993333333333334e-20
33.73,0.0,0,9.320000000000001e-20
33.82,0.0,0,8.369999999999999e-20
33.91,0.0,0,9.093333333333333e-20
34.0,0.0,0,1.0073333333333334e-19
34.075,0.0,0,8.265e-20
34.15,0.0,0,9.326666666666667e-20
34.24,0.0,0,8.946666666666667e-20
34.33,0.0,0,8.519999999999999e-20
34.42,0.0,0,9.73e-20
34.516666666666666,0.0,0,9.336666666666667e-20
34.61,0.0,0,8.086666666666668e-20
34.699999999999996,0.0,0,8.446666666666666e-20
34.79,0.0,0,7.833333333333334e-20
34.88,0.0,0,8.36e-20
34.97,0.0,0,8.360000000000002e-20
35.06,0.0,0,7.906666666666668e-20
35.15,0.0,0,7.39e-20
35.24,0.0,0,7.99e-20
35.33,0.0,0,7.090000000000001e-20
35.42,0.0,0,8.196666666666666e-20
35.516666666666666,1.2300000000000002e-21,1,7.926666666666667e-20
35.61,0.0,0,8.873333333333332e-20
35.699999999999996,0.0,0,1.9633333333333334e-19
35.79,0.0,0,1.253e-19
35.88,0.0,0,8.223333333333333e-20
35.97,0.0,0,8.703333333333331e-20
36.06,0.0,0,8.843333333333334e-20
36.15,0.0,0,6.873333333333333e-20
36.24,0.0,0,7.710000000000001e-20
36.33,0.0,0,7.186666666666668e-20
36.42,0.0,0,7.66e-20
36.516666666666666,0.0,0,7.943333333333334e-20
36.625,0.0,0,8.8625e-20
36.73,0.0,0,8.296666666666666e-20
36.82,0.0,0,6.976666666666666e-20
36.91,0.0,0,7.286666666666667e-20
37.0,0.0,0,7.803333333333333e-20
37.09,0.0,0,6.95e-20
37.18,0.0,0,7.373333333333334e-20
37.27,0.0,0,7.363333333333334e-20
37.36,0.0,0,8.206666666666667e-20
37.4675,0.0,0,8.070000000000001e-20
37.58,0.0,0,8.69e-20
37.67,0.0,0,8.476666666666667e-20
37.76,0.0,0,7.946666666666668e-20
37.85,0.0,0,8.22e-20
37.94,0.0,0,7.036666666666666e-20
38.045,0.0,0,6.75e-20
38.15,0.0,0,6.443333333333333e-20
38.24,0.0,0,6.796666666666667e-20
38.33,0.0,0,7.286666666666666e-20
38.42,0.0,0,6.776666666666667e-20
38.5325,0.0,0,6.292500000000001e-20
38.64,0.0,0,5.680000000000001e-20
38.73,0.0,0,5.783333333333333e-20
38.82,0.0,0,6.69e-20
38.925,0.0,0,6.61e-20
39.03,0.0,0,6.28e-20
39.120000000000005,0.0,0,6.75e-20
39.21,0.0,0,7.476666666666668e-20
39.315,0.0,0,6.6575e-20
39.42,0.0,0,6.773333333333333e-20
39.516666666666666,0.0,0,6.370000000000001e-20
39.61,0.0,0,6.086666666666666e-20
39.714999999999996,0.0,0,7.512500000000001e-20
39.82,0.0,0,6.506666666666667e-20
39.91,0.0,0,7.026666666666667e-20
40.015,0.0,0,7.98e-20
40.120000000000005,0.0,0,6.413333333333332e-20
40.21,0.0,0,6.523333333333334e-20
40.315,0.0,0,6.649999999999999e-20
40.42,0.0,0,1.0996666666666667e-19
40.516666666666666,0.0,0,7.856666666666667e-20
40.625,0.0,0,6.46e-20
40.73,0.0,0,6.42e-20
40.82,0.0,0,5.85e-20
40.925,0.0,0,9.042499999999999e-20
41.03,0.0,0,6.51e-20
41.120000000000005,0.0,0,5.660000000000001e-20
41.225,0.0,0,5.52e-20
41.33,0.0,0,6.196666666666667e-20
41.435,0.0,0,6.649999999999999e-20
41.55,0.0,0,5.346666666666666e-20
41.64,0.0,0,5.403333333333333e-20
41.745,0.0,0,5.5075e-20
41.85,0.0,0,6.343333333333334e-20
41.955,0.0,0,5.957499999999999e-20
42.06,0.0,0,5.860000000000001e-20
42.165,0.0,0,5.155e-20
42.27,0.0,0,6.1e-20
42.375,0.0,0,6.065e-20
42.48333333333334,0.0,0,6.666666666666666e-20
42.58,1.1e-21,1,6.36e-20
42.684999999999995,0.0,0,6.095e-20
42.79,0.0,0,8.730000000000001e-20
42.894999999999996,0.0,0,9.5025e-20
43.0,0.0,0,6.363333333333333e-20
43.105000000000004,0.0,0,5.8875e-20
43.225,0.0,0,5.532500000000001e-20
43.330000000000005,0.0,0,5.423333333333333e-20
43.434999999999995,0.0,0,5.64e-20
43.54999999999999,0.0,0,6.363333333333334e-20
43.655,0.0,0,5.8025e-20
43.76,0.0,0,5.429999999999999e-20
43.865,0.0,0,5.5e-20
43.97,0.0,0,6e-20
44.075,0.0,0,6.375e-20
44.195,0.0,0,5.970000000000001e-20
44.29999999999999,0.0,0,5.846666666666667e-20
44.405,0.0,0,7.145e-20
44.51666666666667,0.0,0,7.023333333333333e-20
44.625,0.0,0,4.84e-20
44.745,0.0,0,4.5425e-20
44.85,0.0,0,4.923333333333334e-20
44.955,0.0,0,5.35e-20
45.06,0.0,0,4.9833333333333337e-20
45.165,0.0,0,5.0925e-20
45.285,0.0,0,5.16e-20
45.39000000000001,0.0,0,5.473333333333334e-20
45.5,0.0,0,5.2475e-20
45.625,0.0,0,4.725e-20
45.73,0.0,0,5.216666666666667e-20
45.835,0.0,0,5.0925e-20
45.955,0.0,0,4.425e-20
46.075,0.0,0,4.9675e-20
46.18,0.0,0,5.3833333333333337e-20
46.285,0.0,0,5.4975e-20
46.405,0.0,0,5.76e-20
46.51666666666667,0.0,0,4.896666666666667e-20
46.625,0.0,0,5.1299999999999994e-20
46.745,0.0,0,4.9474999999999993e-20
46.865,0.0,0,4.16e-20
46.985,0.0,0,4.2825e-20
47.09,0.0,0,4.6033333333333337e-20
47.195,0.0,0,4.3349999999999995e-20
47.315,0.0,0,5.0749999999999994e-20
47.434999999999995,0.0,0,5.305e-20
47.54999999999999,0.0,0,4.7366666666666664e-20
47.655,0.0,0,4.2550000000000004e-20
47.775,0.0,0,4.5850000000000005e-20
47.894999999999996,0.0,0,4.7075e-20
48.015,0.0,0,4.7775e-20
48.135000000000005,0.0,0,4.2874999999999997e-20
48.24,0.0,0,4.716666666666666e-20
48.345,0.0,0,5.232499999999999e-20
48.4675,0.0,0,4.995e-20
48.595,0.0,0,4.6674999999999997e-20
48.714999999999996,0.0,0,4.6474999999999996e-20
48.835,0.0,0,4.2925000000000005e-20
48.955,0.0,0,4.8675e-20
49.075,0.0,0,4.6525000000000004e-20
49.195,0.0,0,4.26e-20
49.29999999999999,0.0,0,4.406666666666667e-20
49.405,0.0,0,4.48e-20
49.5325,0.0,0,4.4625e-20
49.655,7.29e-22,1,4.5875000000000006e-20
49.775,0.0,0,4.3625e-20
49.894999999999996,0.0,0,4.1425e-20
50.015,0.0,0,4.2325e-20
50.135000000000005,0.0,0,4.33e-20
50.254999999999995,0.0,0,4.5049999999999997e-20
50.375,0.0,0,4.095e-20
50.5,0.0,0,4.2000000000000004e-20
50.625,0.0,0,4.0799999999999994e-20
50.745,0.0,0,4.1825000000000004e-20
50.865,0.0,0,4.1975000000000003e-20
50.985,0.0,0,4.59e-20
51.105000000000004,0.0,0,4.5475e-20
51.225,0.0,0,4.65e-20
51.345,0.0,0,4.5375e-20
51.4675,0.0,0,3.8725000000000004e-20
51.61,0.0,0,4.336e-20
51.745,0.0,0,4.1174999999999995e-20
51.865,0.0,0,4.015e-20
51.985,0.0,0,3.63e-20
52.105000000000004,0.0,0,3.9800000000000003e-20
52.225,0.0,0,4.2525e-20
52.345,0.0,0,4.0525000000000003e-20
52.4675,0.0,0,4.1275000000000004e-20
52.595,0.0,0,4.7075000000000004e-20
52.73,0.0,0,3.8779999999999996e-20
