frequency,amb,flag,darm
51.849999999999994,1.0065000000000001e-20,1,3.99e-20
52.05,1.715e-20,1,3.66e-20
52.25,1.56e-20,1,3.8900000000000003e-20
52.45,9.985e-21,1,4.355e-20
52.650000000000006,9.5e-21,1,4.6550000000000005e-20
52.849999999999994,9.275e-21,1,3.875e-20
53.05,8.255000000000001e-21,1,3.885e-20
53.25,9.205000000000001e-21,1,3.5650000000000004e-20
53.45,1.0260000000000001e-20,1,3.54e-20
53.650000000000006,1.3000000000000001e-20,1,4.1500000000000005e-20
53.849999999999994,9.085e-21,1,3.9349999999999994e-20
54.05,1.395e-20,1,3.775e-20
54.25,1.565e-20,1,3.475e-20
54.45,1.3199999999999999e-20,1,3.325e-20
54.650000000000006,8.68e-21,1,3.8600000000000005e-20
54.849999999999994,7.455e-21,1,3.91e-20
55.05,1.246e-20,1,3.39e-20
55.25,7.2e-21,1,3.475e-20
55.45,1.770999999999999e-20,1,3.155e-20
55.650000000000006,1.7115e-20,1,3.015e-20
55.849999999999994,3.64e-21,1,3.095e-20
56.05,3.614999999999999e-21,1,3.46e-20
56.25,3.0550000000000004e-21,1,3.37e-20
56.45,2.7450000000000003e-21,1,3.4600000000000005e-20
56.650000000000006,4.525e-21,1,3.895e-20
56.849999999999994,3.28e-21,1,3.545e-20
57.05,3.43e-21,1,3.4200000000000004e-20
57.25,4.594e-21,1,3.575e-20
57.45,6.82e-21,1,3.5e-20
57.650000000000006,9.035e-21,1,3.215e-20
57.849999999999994,1.2565e-20,1,3.375e-20
58.05,6.925e-21,1,3.775e-20
58.25,9.345000000000001e-21,1,3.77e-20
58.45,1.485e-20,1,4.175e-20
58.650000000000006,1.93e-20,1,4.165e-20
58.849999999999994,1.815e-20,1,3.81e-20
59.1,1.8466666666666665e-20,1,4.71e-20
59.349999999999994,8.815e-21,1,6.915e-20
59.55,1.04e-20,1,1.355e-19
59.75,0.0,0,5.605e-19
59.95,0.0,0,2.8950000000000004e-18
60.150000000000006,0.0,0,1.659e-18
60.349999999999994,0.0,0,1.585e-19
60.55,4.290000000000001e-21,1,8.719999999999999e-20
60.75,3.76e-21,1,5.285e-20
60.95,3.835e-21,1,5.014999999999999e-20
61.20000000000001,4.23e-21,1,4.229999999999999e-20
61.45,4.435e-21,1,4.19e-20
61.650000000000006,3.125e-21,1,3.55e-20
61.849999999999994,4.5799999999999995e-21,1,3.5399999999999996e-20
62.05,6.275000000000001e-21,1,3.55e-20
62.25,4.52e-21,1,3.045e-20
62.45,9.925e-21,1,2.7449999999999996e-20
62.70000000000001,4.816666666666666e-21,1,2.7766666666666664e-20
62.95,3.985e-21,1,2.58e-20
63.150000000000006,4.8649999999999995e-21,1,2.6700000000000002e-20
63.349999999999994,1.825e-21,1,2.885e-20
63.55,2.125e-21,1,2.8149999999999996e-20
63.75,2.615e-21,1,3.56e-20
64.0,2.593333333333333e-21,1,4.243333333333333e-20
64.25,1.3700000000000002e-21,1,3.485e-20
64.45,5.8800000000000005e-21,1,3.33e-20
64.65,5.63e-21,1,3.23e-20
64.85,4.7250000000000004e-21,1,2.915e-20
65.10000000000001,5.1466666666666674e-21,1,2.673333333333333e-20
65.35,3.95e-21,1,2.6149999999999998e-20
65.55,4.255000000000001e-21,1,2.4900000000000002e-20
65.75,3.85e-21,1,2.5e-20
65.95,2.53e-21,1,2.5449999999999996e-20
66.2,1.856666666666667e-21,1,2.4966666666666664e-20
66.45,4.29e-21,1,2.6800000000000002e-20
66.65,4.16e-21,1,2.7e-20
66.85,5.505e-21,1,2.605e-20
67.10000000000001,4.296333333333333e-21,1,2.6299999999999997e-20
67.35,1.12e-21,1,2.46e-20
67.55,1.135e-21,1,2.485e-20
67.75,1.045e-21,1,2.415e-20
68.0,2.5433333333333333e-21,1,2.5399999999999998e-20
68.25,2.26e-21,1,2.5799999999999996e-20
68.45,2.0949999999999998e-21,1,2.5849999999999998e-20
68.65,2.45e-21,1,2.5499999999999998e-20
68.89999999999999,2.5733333333333333e-21,1,2.4800000000000002e-20
69.15,2.1599999999999998e-21,1,2.395e-20
69.35,2.05e-21,1,2.3149999999999998e-20
69.60000000000001,1.9966666666666666e-21,1,2.44e-20
69.85,3.395e-21,1,2.43e-20
70.05,2.315e-21,1,2.34e-20
70.25,2.675e-21,1,2.705e-20
70.5,3.6e-21,1,2.4066666666666667e-20
70.75,2.97e-21,1,2.2550000000000002e-20
70.95,3.725e-21,1,2.415e-20
71.2,4.08e-21,1,2.5566666666666666e-20
71.45,3.885e-21,1,2.465e-20
71.65,3.4450000000000006e-21,1,2.325e-20
71.89999999999999,3.1066666666666666e-21,1,2.36e-20
72.15,3.045e-21,1,2.58e-20
72.35,3.02e-21,1,2.59e-20
72.60000000000001,3.2533333333333335e-21,1,2.3033333333333335e-20
72.85,3.365e-21,1,2.355e-20
73.05,3.77e-21,1,2.43e-20
73.3,3.2466666666666664e-21,1,2.3266666666666665e-20
73.55,3.1349999999999998e-21,1,2.285e-20
73.8,4.82e-21,1,2.5366666666666665e-20
74.05,9.515e-21,1,2.51e-20
74.25,9.207999999999999e-21,1,2.48e-20
74.5,6.0799999999999996e-21,1,2.5133333333333332e-20
74.75,5.645e-21,1,3.3850000000000004e-20
74.95,4.7250000000000004e-21,1,4.8050000000000006e-20
75.2,4.3700000000000005e-21,1,3.413333333333333e-20
75.45,6.5399999999999994e-21,1,2.23e-20
75.7,4.593333333333333e-21,1,2.0400000000000003e-20
75.95,3.965e-21,1,2.16e-20
76.2,2.4266666666666668e-21,1,2.0166666666666667e-20
76.45,2.315e-21,1,2.0299999999999997e-20
76.65,2.0000000000000002e-21,1,2.135e-20
76.89999999999999,3.212e-21,1,2.426666666666667e-20
77.15,3.7349999999999994e-21,1,2.51e-20
77.39999999999999,4.6733333333333334e-21,1,2.3433333333333333e-20
77.65,2.245e-21,1,2.325e-20
77.89999999999999,4.803333333333333e-21,1,2.2666666666666666e-20
78.15,5.6200000000000006e-21,1,2.3499999999999998e-20
78.39999999999999,5.84e-21,1,2.13e-20
78.65,4.125e-21,1,2.19e-20
78.89999999999999,3.846666666666666e-21,1,2.3366666666666665e-20
79.15,4.3700000000000005e-21,1,2.31e-20
79.39999999999999,5.486666666666667e-21,1,2.1599999999999998e-20
79.65,6.475e-21,1,2.025e-20
79.85,4.9499999999999996e-21,1,2.3249999999999998e-20
80.10000000000001,5.853333333333334e-21,1,2.33e-20
80.35,6.035e-21,1,2.21e-20
80.60000000000001,4.926666666666666e-21,1,2.476666666666667e-20
80.89999999999999,5.5100000000000004e-21,1,2.36e-20
81.15,2.85e-21,1,2.2949999999999998e-20
81.39999999999999,3.1433333333333333e-21,1,2.29e-20
81.65,7.224999999999999e-21,1,2.1699999999999998e-20
81.89999999999999,7.379999999999999e-21,1,2.1966666666666667e-20
82.15,1.0015e-20,1,2.14e-20
82.39999999999999,6.91e-21,1,2.24e-20
82.65,5.995000000000001e-21,1,2.305e-20
82.89999999999999,5.1766666666666655e-21,1,2.1566666666666665e-20
83.15,5.564999999999999e-21,1,2.28e-20
83.39999999999999,6.5e-21,1,2.57e-20
83.7,6.283333333333333e-21,1,2.3166666666666664e-20
83.95,6.84e-21,1,2.27e-20
84.2,4.326666666666667e-21,1,2.073333333333333e-20
84.45,2.565e-21,1,2.005e-20
84.7,3.056666666666667e-21,1,2.0100000000000002e-20
84.95,2.85e-21,1,2.265e-20
85.2,4.1366666666666674e-21,1,2.44e-20
85.5,5.676666666666666e-21,1,2.2833333333333337e-20
85.75,3.9650000000000004e-21,1,2.33e-20
86.0,2.7466666666666663e-21,1,2.2833333333333337e-20
86.3,2.09e-21,1,2.2266666666666668e-20
86.55,1.59e-21,1,2.445e-20
86.8,1.873333333333333e-21,1,2.2733333333333334e-20
87.05,2.18e-21,1,2.18e-20
87.3,2.2633333333333336e-21,1,2.04e-20
87.60000000000001,2.333333333333333e-21,1,2.0566666666666668e-20
87.85,4.985e-21,1,2.225e-20
88.10000000000001,2.6333333333333334e-21,1,2.2666666666666666e-20
88.39999999999999,2.8986666666666666e-21,1,2.1966666666666667e-20
88.65,5.02e-21,1,2.2450000000000002e-20
88.89999999999999,3.28e-21,1,2.32e-20
89.2,4.466666666666667e-21,1,2.32e-20
89.45,7.665e-21,1,2.2550000000000002e-20
89.7,9.793333333333335e-21,1,2.22e-20
90.0,7.083333333333333e-21,1,2.3766666666666666e-20
90.3,6.783333333333334e-21,1,2.1933333333333334e-20
90.55,6.85e-21,1,2.035e-20
90.8,7.173333333333331e-21,1,2.143333333333333e-20
91.10000000000001,8.253333333333334e-21,1,2.1766666666666666e-20
91.35,8.340000000000001e-21,1,2.0000000000000002e-20
91.60000000000001,6.956666666666666e-21,1,2.04e-20
91.89999999999999,7.036666666666667e-21,1,2.0766666666666666e-20
92.2,6.1e-21,1,2.0066666666666667e-20
92.45,6.98e-21,1,1.95e-20
92.7,6.636666666666666e-21,1,1.8766666666666663e-20
93.0,6.686666666666666e-21,1,1.79e-20
93.3,5.063333333333333e-21,1,1.8966666666666666e-20
93.55,5.425000000000001e-21,1,1.95e-20
93.8,4.399999999999999e-21,1,1.9366666666666668e-20
94.10000000000001,2.753333333333333e-21,1,1.9333333333333332e-20
94.39999999999999,2.8833333333333334e-21,1,1.9533333333333333e-20
94.7,2.55e-21,1,2.003333333333333e-20
94.95,2.5150000000000004e-21,1,2.0200000000000003e-20
95.2,3.04e-21,1,2.11e-20
95.5,3.496666666666666e-21,1,2.2566666666666666e-20
95.8,3.8000000000000005e-21,1,2.31e-20
96.10000000000001,2.7166666666666667e-21,1,2.1799999999999998e-20
96.35,5.6050000000000004e-21,1,1.89e-20
96.60000000000001,6.213333333333333e-21,1,1.8999999999999996e-20
96.89999999999999,7.463333333333335e-21,1,1.97e-20
97.2,5.633333333333334e-21,1,1.923333333333333e-20
97.5,3.1633333333333334e-21,1,1.9633333333333336e-20
97.8,3.683333333333333e-21,1,1.976666666666667e-20
98.10000000000001,4.2333333333333334e-21,1,2.09e-20
98.35,2.73e-21,1,1.995e-20
98.60000000000001,2.1833333333333335e-21,1,1.9166666666666664e-20
98.89999999999999,2.1966666666666665e-21,1,1.91e-20
99.2,1.7766666666666666e-21,1,1.9233333333333335e-20
99.5,1.5800000000000001e-21,1,1.9233333333333335e-20
99.8,1.703333333333333e-21,1,2.44e-20
100.10000000000001,1.9366666666666666e-21,1,2.5999999999999996e-20
100.39999999999999,1.4099999999999999e-21,1,2.0633333333333336e-20
100.7,1.1733333333333333e-21,1,1.99e-20
100.95,1.36e-21,1,2.11e-20
101.2,1.6766666666666669e-21,1,1.95e-20
101.5,1.9733333333333333e-21,1,1.8566666666666665e-20
101.8,1.8466666666666666e-21,1,1.9333333333333332e-20
102.10000000000001,1.6066666666666666e-21,1,2.0433333333333333e-20
102.39999999999999,1.97e-21,1,1.9933333333333334e-20
